source_key,source_filename,stem_relpath,vocal_ratio,active_ratio,stem_rms_db,n_frames,active_frames,vocal_like_frames,vocal_valid
pair_42_comp_3s,pair_42_comp_3s.wav,pair_42_comp_3s/vocals.wav,0.855,0.462,-20.21,1000,462,395,True
pair_42_comp_7s,pair_42_comp_7s.wav,pair_42_comp_7s/vocals.wav,0.8346,0.653,-19.14,1000,653,545,True
pair_42_ori_0s,pair_42_ori_0s.wav,pair_42_ori_0s/vocals.wav,1.0,0.005,-44.91,1000,5,5,False
pair_42_ori_10s,pair_42_ori_10s.wav,pair_42_ori_10s/vocals.wav,0.8738,0.301,-25.26,1000,301,263,True
pair_42_ori_14s,pair_42_ori_14s.wav,pair_42_ori_14s/vocals.wav,0.8756,0.41,-23.47,1000,410,359,True
pair_42_ori_6s,pair_42_ori_6s.wav,pair_42_ori_6s/vocals.wav,0.8357,0.207,-27.26,1000,207,173,True
pair_43_comp_0s,pair_43_comp_0s.wav,pair_43_comp_0s/vocals.wav,0.0,0.0,-76.96,1000,0,0,False
pair_43_comp_10s,pair_43_comp_10s.wav,pair_43_comp_10s/vocals.wav,0.9388,0.392,-24.4,1000,392,368,True
pair_43_comp_122s,pair_43_comp_122s.wav,pair_43_comp_122s/vocals.wav,0.9581,0.787,-17.74,1000,787,754,True
pair_43_comp_132s,pair_43_comp_132s.wav,pair_43_comp_132s/vocals.wav,0.9655,0.898,-16.94,1000,898,867,True
pair_43_comp_61s,pair_43_comp_61s.wav,pair_43_comp_61s/vocals.wav,0.9529,0.764,-17.98,1000,764,728,True
pair_43_comp_71s,pair_43_comp_71s.wav,pair_43_comp_71s/vocals.wav,0.9327,0.758,-19.34,1000,758,707,True
pair_43_ori_0s,pair_43_ori_0s.wav,pair_43_ori_0s/vocals.wav,0.0,0.0,-77.81,1000,0,0,False
pair_43_ori_10s,pair_43_ori_10s.wav,pair_43_ori_10s/vocals.wav,0.9645,0.394,-18.81,1000,394,380,True
pair_43_ori_112s,pair_43_ori_112s.wav,pair_43_ori_112s/vocals.wav,0.9843,0.891,-13.55,1000,891,877,True
pair_43_ori_61s,pair_43_ori_61s.wav,pair_43_ori_61s/vocals.wav,0.972,0.82,-14.74,1000,820,797,True
pair_44_comp_0s,pair_44_comp_0s.wav,pair_44_comp_0s/vocals.wav,0.823,0.356,-23.49,1000,356,293,True
pair_44_comp_140s,pair_44_comp_140s.wav,pair_44_comp_140s/vocals.wav,0.9299,0.985,-18.24,1000,985,916,True
pair_44_comp_149s,pair_44_comp_149s.wav,pair_44_comp_149s/vocals.wav,0.9082,0.991,-18.15,1000,991,900,True
pair_44_comp_174s,pair_44_comp_174s.wav,pair_44_comp_174s/vocals.wav,0.0,0.0,-72.01,700,0,0,False
pair_44_comp_33s,pair_44_comp_33s.wav,pair_44_comp_33s/vocals.wav,0.9118,0.964,-18.26,1000,964,879,True
pair_44_comp_41s,pair_44_comp_41s.wav,pair_44_comp_41s/vocals.wav,0.8929,0.98,-17.99,1000,980,875,True
pair_44_comp_66s,pair_44_comp_66s.wav,pair_44_comp_66s/vocals.wav,0.9065,0.62,-21.17,1000,620,562,True
pair_44_comp_8s,pair_44_comp_8s.wav,pair_44_comp_8s/vocals.wav,0.8574,0.568,-21.65,1000,568,487,True
pair_44_comp_90s,pair_44_comp_90s.wav,pair_44_comp_90s/vocals.wav,0.8957,0.959,-18.14,1000,959,859,True
pair_44_comp_99s,pair_44_comp_99s.wav,pair_44_comp_99s/vocals.wav,0.887,0.982,-18.02,1000,982,871,True
pair_44_ori_104s,pair_44_ori_104s.wav,pair_44_ori_104s/vocals.wav,0.9932,0.444,-17.63,1000,444,441,True
pair_44_ori_111s,pair_44_ori_111s.wav,pair_44_ori_111s/vocals.wav,0.9834,0.722,-16.11,1000,722,710,True
pair_44_ori_132s,pair_44_ori_132s.wav,pair_44_ori_132s/vocals.wav,1.0,0.165,-22.61,1000,165,165,True
pair_44_ori_139s,pair_44_ori_139s.wav,pair_44_ori_139s/vocals.wav,0.9091,0.143,-26.57,1000,143,130,True
pair_44_ori_146s,pair_44_ori_146s.wav,pair_44_ori_146s/vocals.wav,0.9182,0.159,-20.35,1000,159,146,True
pair_44_ori_153s,pair_44_ori_153s.wav,pair_44_ori_153s/vocals.wav,0.9539,0.1624,-20.21,936,152,145,True
pair_44_ori_21s,pair_44_ori_21s.wav,pair_44_ori_21s/vocals.wav,0.9868,0.379,-20.25,1000,379,374,True
pair_44_ori_48s,pair_44_ori_48s.wav,pair_44_ori_48s/vocals.wav,1.0,0.199,-20.57,1000,199,199,True
pair_44_ori_55s,pair_44_ori_55s.wav,pair_44_ori_55s/vocals.wav,0.9036,0.166,-26.55,1000,166,150,True
pair_44_ori_63s,pair_44_ori_63s.wav,pair_44_ori_63s/vocals.wav,0.9761,0.502,-14.0,1000,502,490,True
pair_44_ori_69s,pair_44_ori_69s.wav,pair_44_ori_69s/vocals.wav,0.988,0.834,-12.23,1000,834,824,True
pair_44_ori_6s,pair_44_ori_6s.wav,pair_44_ori_6s/vocals.wav,0.9526,0.211,-19.64,1000,211,201,True
pair_45_comp_0s,pair_45_comp_0s.wav,pair_45_comp_0s/vocals.wav,0.9785,0.606,-33.02,1000,606,593,True
pair_45_comp_116s,pair_45_comp_116s.wav,pair_45_comp_116s/vocals.wav,0.9,1.0,-19.98,1000,1000,900,True
pair_45_comp_121s,pair_45_comp_121s.wav,pair_45_comp_121s/vocals.wav,0.9127,0.997,-19.91,1000,997,910,True
pair_45_comp_138s,pair_45_comp_138s.wav,pair_45_comp_138s/vocals.wav,0.974,0.999,-19.24,1000,999,973,True
pair_45_comp_144s,pair_45_comp_144s.wav,pair_45_comp_144s/vocals.wav,0.956,1.0,-19.75,1000,1000,956,True
pair_45_comp_161s,pair_45_comp_161s.wav,pair_45_comp_161s/vocals.wav,0.9046,0.996,-20.91,1000,996,901,True
pair_45_comp_167s,pair_45_comp_167s.wav,pair_45_comp_167s/vocals.wav,0.9158,0.998,-20.98,1000,998,914,True
pair_45_comp_184s,pair_45_comp_184s.wav,pair_45_comp_184s/vocals.wav,0.9105,0.994,-20.9,1000,994,905,True
pair_45_comp_189s,pair_45_comp_189s.wav,pair_45_comp_189s/vocals.wav,0.8854,0.986,-21.23,1000,986,873,True
pair_45_comp_207s,pair_45_comp_207s.wav,pair_45_comp_207s/vocals.wav,0.634,0.899,-25.57,1000,899,570,True
pair_45_comp_212s,pair_45_comp_212s.wav,pair_45_comp_212s/vocals.wav,0.7534,0.8838,-25.18,904,799,602,True
pair_45_comp_24s,pair_45_comp_24s.wav,pair_45_comp_24s/vocals.wav,0.9224,0.992,-20.9,1000,992,915,True
pair_45_comp_29s,pair_45_comp_29s.wav,pair_45_comp_29s/vocals.wav,0.9188,0.997,-21.03,1000,997,916,True
pair_45_comp_47s,pair_45_comp_47s.wav,pair_45_comp_47s/vocals.wav,0.9197,0.996,-20.9,1000,996,916,True
pair_45_comp_52s,pair_45_comp_52s.wav,pair_45_comp_52s/vocals.wav,0.9299,0.999,-20.74,1000,999,929,True
pair_45_comp_70s,pair_45_comp_70s.wav,pair_45_comp_70s/vocals.wav,0.9308,0.925,-20.25,1000,925,861,True
pair_45_comp_75s,pair_45_comp_75s.wav,pair_45_comp_75s/vocals.wav,0.9316,0.848,-20.88,1000,848,790,True
pair_45_comp_7s,pair_45_comp_7s.wav,pair_45_comp_7s/vocals.wav,0.9807,0.831,-26.82,1000,831,815,True
pair_45_comp_92s,pair_45_comp_92s.wav,pair_45_comp_92s/vocals.wav,0.9784,0.878,-20.25,1000,878,859,True
pair_45_comp_98s,pair_45_comp_98s.wav,pair_45_comp_98s/vocals.wav,0.9689,0.868,-20.57,1000,868,841,True
pair_45_ori_101s,pair_45_ori_101s.wav,pair_45_ori_101s/vocals.wav,0.9105,0.581,-21.59,1000,581,529,True
pair_45_ori_107s,pair_45_ori_107s.wav,pair_45_ori_107s/vocals.wav,0.885,0.548,-22.35,1000,548,485,True
pair_45_ori_10s,pair_45_ori_10s.wav,pair_45_ori_10s/vocals.wav,0.0,0.0,-81.44,1000,0,0,False
pair_45_ori_124s,pair_45_ori_124s.wav,pair_45_ori_124s/vocals.wav,0.8951,0.734,-19.84,1000,734,657,True
pair_45_ori_130s,pair_45_ori_130s.wav,pair_45_ori_130s/vocals.wav,0.9223,0.708,-19.96,1000,708,653,True
pair_45_ori_16s,pair_45_ori_16s.wav,pair_45_ori_16s/vocals.wav,0.9213,0.089,-28.72,1000,89,82,True
pair_45_ori_182s,pair_45_ori_182s.wav,pair_45_ori_182s/vocals.wav,0.9349,0.522,-21.37,1000,522,488,True
pair_45_ori_188s,pair_45_ori_188s.wav,pair_45_ori_188s/vocals.wav,0.9207,0.492,-21.96,1000,492,453,True
pair_45_ori_205s,pair_45_ori_205s.wav,pair_45_ori_205s/vocals.wav,0.9122,0.581,-21.86,1000,581,530,True
pair_45_ori_211s,pair_45_ori_211s.wav,pair_45_ori_211s/vocals.wav,0.8787,0.577,-22.29,1000,577,507,True
pair_45_ori_33s,pair_45_ori_33s.wav,pair_45_ori_33s/vocals.wav,0.9158,0.582,-20.12,1000,582,533,True
pair_45_ori_38s,pair_45_ori_38s.wav,pair_45_ori_38s/vocals.wav,0.9062,0.512,-20.77,1000,512,464,True
pair_45_ori_56s,pair_45_ori_56s.wav,pair_45_ori_56s/vocals.wav,0.894,0.613,-20.75,1000,613,548,True
pair_45_ori_61s,pair_45_ori_61s.wav,pair_45_ori_61s/vocals.wav,0.8872,0.541,-21.15,1000,541,480,True
pair_45_ori_78s,pair_45_ori_78s.wav,pair_45_ori_78s/vocals.wav,0.9143,0.735,-18.97,1000,735,672,True
pair_45_ori_84s,pair_45_ori_84s.wav,pair_45_ori_84s/vocals.wav,0.947,0.661,-19.81,1000,661,626,True
pair_47_comp_109s,pair_47_comp_109s.wav,pair_47_comp_109s/vocals.wav,0.9124,0.856,-19.91,1000,856,781,True
pair_47_comp_154s,pair_47_comp_154s.wav,pair_47_comp_154s/vocals.wav,1.0,0.054,-35.79,1000,54,54,True
pair_47_comp_162s,pair_47_comp_162s.wav,pair_47_comp_162s/vocals.wav,0.9561,0.41,-23.73,1000,410,392,True
pair_47_comp_16s,pair_47_comp_16s.wav,pair_47_comp_16s/vocals.wav,1.0,0.253,-28.86,1000,253,253,True
pair_47_comp_24s,pair_47_comp_24s.wav,pair_47_comp_24s/vocals.wav,0.9939,0.492,-23.58,1000,492,489,True
pair_47_comp_45s,pair_47_comp_45s.wav,pair_47_comp_45s/vocals.wav,0.9314,0.845,-20.87,1000,845,787,True
pair_47_ori_115s,pair_47_ori_115s.wav,pair_47_ori_115s/vocals.wav,0.9718,0.888,-16.98,1000,888,863,True
pair_47_ori_15s,pair_47_ori_15s.wav,pair_47_ori_15s/vocals.wav,0.9691,0.518,-18.04,1000,518,502,True
pair_47_ori_32s,pair_47_ori_32s.wav,pair_47_ori_32s/vocals.wav,0.9386,0.88,-18.2,1000,880,826,True
pair_47_ori_81s,pair_47_ori_81s.wav,pair_47_ori_81s/vocals.wav,0.9489,0.235,-20.19,1000,235,223,True
pair_47_ori_8s,pair_47_ori_8s.wav,pair_47_ori_8s/vocals.wav,0.9412,0.391,-18.85,1000,391,368,True
pair_49_comp_101s,pair_49_comp_101s.wav,pair_49_comp_101s/vocals.wav,0.953,0.979,-16.81,1000,979,933,True
pair_49_comp_136s,pair_49_comp_136s.wav,pair_49_comp_136s/vocals.wav,0.9277,0.955,-16.31,1000,955,886,True
pair_49_comp_141s,pair_49_comp_141s.wav,pair_49_comp_141s/vocals.wav,0.9281,0.807,-17.29,1000,807,749,True
pair_49_comp_156s,pair_49_comp_156s.wav,pair_49_comp_156s/vocals.wav,0.9539,0.759,-18.65,1000,759,724,True
pair_49_comp_161s,pair_49_comp_161s.wav,pair_49_comp_161s/vocals.wav,0.9483,0.928,-18.29,1000,928,880,True
pair_49_comp_16s,pair_49_comp_16s.wav,pair_49_comp_16s/vocals.wav,0.9367,0.679,-18.41,1000,679,636,True
pair_49_comp_206s,pair_49_comp_206s.wav,pair_49_comp_206s/vocals.wav,0.9834,0.422,-21.08,1000,422,415,True
pair_49_comp_211s,pair_49_comp_211s.wav,pair_49_comp_211s/vocals.wav,0.9678,0.342,-22.36,1000,342,331,True
pair_49_comp_21s,pair_49_comp_21s.wav,pair_49_comp_21s/vocals.wav,0.9399,0.715,-18.5,1000,715,672,True
pair_49_comp_36s,pair_49_comp_36s.wav,pair_49_comp_36s/vocals.wav,0.9376,0.801,-18.64,1000,801,751,True
pair_49_comp_41s,pair_49_comp_41s.wav,pair_49_comp_41s/vocals.wav,0.9392,0.97,-18.13,1000,970,911,True
pair_49_comp_96s,pair_49_comp_96s.wav,pair_49_comp_96s/vocals.wav,0.9671,0.82,-17.22,1000,820,793,True
pair_49_ori_105s,pair_49_ori_105s.wav,pair_49_ori_105s/vocals.wav,0.8676,0.438,-24.9,1000,438,380,True
pair_49_ori_110s,pair_49_ori_110s.wav,pair_49_ori_110s/vocals.wav,0.8584,0.586,-24.63,1000,586,503,True
pair_49_ori_47s,pair_49_ori_47s.wav,pair_49_ori_47s/vocals.wav,0.8373,0.461,-25.15,1000,461,386,True
pair_49_ori_53s,pair_49_ori_53s.wav,pair_49_ori_53s/vocals.wav,0.901,0.586,-21.79,1000,586,528,True
pair_4_comp_109s,pair_4_comp_109s.wav,pair_4_comp_109s/vocals.wav,0.9658,0.819,-25.5,1000,819,791,True
pair_4_comp_116s,pair_4_comp_116s.wav,pair_4_comp_116s/vocals.wav,0.9545,0.791,-26.3,1000,791,755,True
pair_4_comp_124s,pair_4_comp_124s.wav,pair_4_comp_124s/vocals.wav,0.9636,0.797,-26.0,1000,797,768,True
pair_4_comp_161s,pair_4_comp_161s.wav,pair_4_comp_161s/vocals.wav,0.9655,0.841,-25.63,1000,841,812,True
pair_4_comp_169s,pair_4_comp_169s.wav,pair_4_comp_169s/vocals.wav,0.9726,0.839,-25.23,1000,839,816,True
pair_4_comp_184s,pair_4_comp_184s.wav,pair_4_comp_184s/vocals.wav,0.9697,0.595,-27.04,1000,595,577,True
pair_4_comp_56s,pair_4_comp_56s.wav,pair_4_comp_56s/vocals.wav,0.9782,0.595,-26.93,1000,595,582,True
pair_4_comp_63s,pair_4_comp_63s.wav,pair_4_comp_63s/vocals.wav,0.9637,0.303,-30.51,1000,303,292,True
pair_4_ori_112s,pair_4_ori_112s.wav,pair_4_ori_112s/vocals.wav,0.9873,0.948,-16.81,1000,948,936,True
pair_4_ori_119s,pair_4_ori_119s.wav,pair_4_ori_119s/vocals.wav,0.9926,0.949,-17.92,1000,949,942,True
pair_4_ori_127s,pair_4_ori_127s.wav,pair_4_ori_127s/vocals.wav,0.9916,0.948,-17.42,1000,948,940,True
pair_4_ori_134s,pair_4_ori_134s.wav,pair_4_ori_134s/vocals.wav,0.9977,0.875,-18.86,1000,875,873,True
pair_4_ori_21s,pair_4_ori_21s.wav,pair_4_ori_21s/vocals.wav,0.9783,0.969,-17.13,1000,969,948,True
pair_4_ori_28s,pair_4_ori_28s.wav,pair_4_ori_28s/vocals.wav,0.9881,0.925,-19.18,1000,925,914,True
pair_4_ori_36s,pair_4_ori_36s.wav,pair_4_ori_36s/vocals.wav,0.9717,0.883,-18.44,1000,883,858,True
pair_4_ori_42s,pair_4_ori_42s.wav,pair_4_ori_42s/vocals.wav,0.9718,0.852,-19.1,1000,852,828,True
pair_50_comp_0s,pair_50_comp_0s.wav,pair_50_comp_0s/vocals.wav,0.9623,0.398,-25.68,1000,398,383,True
pair_50_comp_157s,pair_50_comp_157s.wav,pair_50_comp_157s/vocals.wav,0.0,0.0,-72.36,1000,0,0,False
pair_50_comp_165s,pair_50_comp_165s.wav,pair_50_comp_165s/vocals.wav,1.0,0.003,-51.05,1000,3,3,False
pair_50_comp_173s,pair_50_comp_173s.wav,pair_50_comp_173s/vocals.wav,0.0,0.0,-48.55,1000,0,0,False
pair_50_comp_180s,pair_50_comp_180s.wav,pair_50_comp_180s/vocals.wav,1.0,0.0471,-46.48,786,37,37,False
pair_50_comp_30s,pair_50_comp_30s.wav,pair_50_comp_30s/vocals.wav,0.9588,0.752,-20.36,1000,752,721,True
pair_50_comp_34s,pair_50_comp_34s.wav,pair_50_comp_34s/vocals.wav,0.9638,0.883,-19.69,1000,883,851,True
pair_50_comp_7s,pair_50_comp_7s.wav,pair_50_comp_7s/vocals.wav,0.9625,0.774,-21.44,1000,774,745,True
pair_50_ori_0s,pair_50_ori_0s.wav,pair_50_ori_0s/vocals.wav,0.9595,0.444,-22.6,1000,444,426,True
pair_50_ori_6s,pair_50_ori_6s.wav,pair_50_ori_6s/vocals.wav,0.9733,0.673,-20.13,1000,673,655,True
pair_51_comp_10s,pair_51_comp_10s.wav,pair_51_comp_10s/vocals.wav,0.0,0.0,-74.39,1000,0,0,False
pair_51_comp_110s,pair_51_comp_110s.wav,pair_51_comp_110s/vocals.wav,0.9511,0.307,-26.62,1000,307,292,True
pair_51_comp_117s,pair_51_comp_117s.wav,pair_51_comp_117s/vocals.wav,0.9413,0.647,-21.76,1000,647,609,True
pair_51_comp_18s,pair_51_comp_18s.wav,pair_51_comp_18s/vocals.wav,0.0,0.0,-74.68,1000,0,0,False
pair_51_comp_2s,pair_51_comp_2s.wav,pair_51_comp_2s/vocals.wav,0.0,0.0,-79.18,1000,0,0,False
pair_51_comp_58s,pair_51_comp_58s.wav,pair_51_comp_58s/vocals.wav,0.8995,0.209,-27.75,1000,209,188,True
pair_51_comp_65s,pair_51_comp_65s.wav,pair_51_comp_65s/vocals.wav,0.9455,0.532,-22.92,1000,532,503,True
pair_51_ori_17s,pair_51_ori_17s.wav,pair_51_ori_17s/vocals.wav,1.0,0.066,-46.71,1000,66,66,False
pair_51_ori_207s,pair_51_ori_207s.wav,pair_51_ori_207s/vocals.wav,0.0,0.0,-76.4,1000,0,0,False
pair_51_ori_213s,pair_51_ori_213s.wav,pair_51_ori_213s/vocals.wav,0.0,0.0,-76.32,1000,0,0,False
pair_51_ori_24s,pair_51_ori_24s.wav,pair_51_ori_24s/vocals.wav,0.0,0.0,-80.19,1000,0,0,False
pair_51_ori_2s,pair_51_ori_2s.wav,pair_51_ori_2s/vocals.wav,0.0,0.0,-79.28,1000,0,0,False
pair_51_ori_32s,pair_51_ori_32s.wav,pair_51_ori_32s/vocals.wav,0.9265,0.204,-29.34,1000,204,189,True
pair_51_ori_39s,pair_51_ori_39s.wav,pair_51_ori_39s/vocals.wav,0.9591,0.513,-25.54,1000,513,492,True
pair_51_ori_9s,pair_51_ori_9s.wav,pair_51_ori_9s/vocals.wav,0.0,0.0,-80.81,1000,0,0,False
pair_52_comp_0s,pair_52_comp_0s.wav,pair_52_comp_0s/vocals.wav,0.0,0.0,-91.61,1000,0,0,False
pair_52_comp_107s,pair_52_comp_107s.wav,pair_52_comp_107s/vocals.wav,0.9916,0.718,-18.4,1000,718,712,True
pair_52_comp_11s,pair_52_comp_11s.wav,pair_52_comp_11s/vocals.wav,0.0,0.0,-89.22,1000,0,0,False
pair_52_comp_134s,pair_52_comp_134s.wav,pair_52_comp_134s/vocals.wav,0.9586,0.845,-18.8,1000,845,810,True
pair_52_comp_147s,pair_52_comp_147s.wav,pair_52_comp_147s/vocals.wav,0.9691,0.875,-17.0,1000,875,848,True
pair_52_comp_162s,pair_52_comp_162s.wav,pair_52_comp_162s/vocals.wav,0.9769,0.911,-15.57,1000,911,890,True
pair_52_comp_188s,pair_52_comp_188s.wav,pair_52_comp_188s/vocals.wav,0.9573,0.983,-13.54,1000,983,941,True
pair_52_comp_205s,pair_52_comp_205s.wav,pair_52_comp_205s/vocals.wav,0.9657,0.933,-14.05,1000,933,901,True
pair_52_comp_22s,pair_52_comp_22s.wav,pair_52_comp_22s/vocals.wav,0.9464,0.261,-27.37,1000,261,247,True
pair_52_comp_252s,pair_52_comp_252s.wav,pair_52_comp_252s/vocals.wav,0.9613,0.957,-15.44,1000,957,920,True
pair_52_comp_269s,pair_52_comp_269s.wav,pair_52_comp_269s/vocals.wav,0.9648,0.993,-13.1,1000,993,958,True
pair_52_comp_285s,pair_52_comp_285s.wav,pair_52_comp_285s/vocals.wav,0.9442,0.986,-13.25,1000,986,931,True
pair_52_comp_312s,pair_52_comp_312s.wav,pair_52_comp_312s/vocals.wav,1.0,0.109,-34.73,1000,109,109,True
pair_52_comp_35s,pair_52_comp_35s.wav,pair_52_comp_35s/vocals.wav,0.9473,0.759,-21.99,1000,759,719,True
pair_52_comp_49s,pair_52_comp_49s.wav,pair_52_comp_49s/vocals.wav,0.9808,0.783,-20.85,1000,783,768,True
pair_52_comp_62s,pair_52_comp_62s.wav,pair_52_comp_62s/vocals.wav,0.9843,0.826,-19.83,1000,826,813,True
pair_52_comp_89s,pair_52_comp_89s.wav,pair_52_comp_89s/vocals.wav,0.9559,0.953,-17.53,1000,953,911,True
pair_52_ori_0s,pair_52_ori_0s.wav,pair_52_ori_0s/vocals.wav,0.0,0.0,-74.83,1000,0,0,False
pair_52_ori_107s,pair_52_ori_107s.wav,pair_52_ori_107s/vocals.wav,0.9585,0.578,-31.34,1000,578,554,True
pair_52_ori_11s,pair_52_ori_11s.wav,pair_52_ori_11s/vocals.wav,0.0,0.0,-93.28,1000,0,0,False
pair_52_ori_133s,pair_52_ori_133s.wav,pair_52_ori_133s/vocals.wav,0.9678,0.684,-33.38,1000,684,662,True
pair_52_ori_147s,pair_52_ori_147s.wav,pair_52_ori_147s/vocals.wav,0.9544,0.701,-31.89,1000,701,669,True
pair_52_ori_162s,pair_52_ori_162s.wav,pair_52_ori_162s/vocals.wav,0.9694,0.784,-30.06,1000,784,760,True
pair_52_ori_189s,pair_52_ori_189s.wav,pair_52_ori_189s/vocals.wav,0.9675,0.891,-27.27,1000,891,862,True
pair_52_ori_206s,pair_52_ori_206s.wav,pair_52_ori_206s/vocals.wav,0.9599,0.822,-27.9,1000,822,789,True
pair_52_ori_22s,pair_52_ori_22s.wav,pair_52_ori_22s/vocals.wav,1.0,0.166,-43.42,1000,166,166,True
pair_52_ori_252s,pair_52_ori_252s.wav,pair_52_ori_252s/vocals.wav,0.9687,0.894,-27.33,1000,894,866,True
pair_52_ori_269s,pair_52_ori_269s.wav,pair_52_ori_269s/vocals.wav,0.9615,0.908,-26.09,1000,908,873,True
pair_52_ori_285s,pair_52_ori_285s.wav,pair_52_ori_285s/vocals.wav,0.9584,0.914,-26.88,1000,914,876,True
pair_52_ori_310s,pair_52_ori_310s.wav,pair_52_ori_310s/vocals.wav,1.0,0.085,-46.48,1000,85,85,False
pair_52_ori_36s,pair_52_ori_36s.wav,pair_52_ori_36s/vocals.wav,1.0,0.54,-37.55,1000,540,540,True
pair_52_ori_49s,pair_52_ori_49s.wav,pair_52_ori_49s/vocals.wav,0.9892,0.554,-36.34,1000,554,548,True
pair_52_ori_62s,pair_52_ori_62s.wav,pair_52_ori_62s/vocals.wav,0.9758,0.662,-33.54,1000,662,646,True
pair_52_ori_90s,pair_52_ori_90s.wav,pair_52_ori_90s/vocals.wav,0.975,0.84,-29.39,1000,840,819,True
pair_53_comp_103s,pair_53_comp_103s.wav,pair_53_comp_103s/vocals.wav,0.9809,0.837,-20.9,1000,837,821,True
pair_53_comp_112s,pair_53_comp_112s.wav,pair_53_comp_112s/vocals.wav,0.948,0.769,-20.21,1000,769,729,True
pair_53_comp_123s,pair_53_comp_123s.wav,pair_53_comp_123s/vocals.wav,0.9487,0.896,-18.54,1000,896,850,True
pair_53_comp_130s,pair_53_comp_130s.wav,pair_53_comp_130s/vocals.wav,0.9671,0.911,-18.62,1000,911,881,True
pair_53_comp_148s,pair_53_comp_148s.wav,pair_53_comp_148s/vocals.wav,0.9799,0.946,-19.2,1000,946,927,True
pair_53_comp_157s,pair_53_comp_157s.wav,pair_53_comp_157s/vocals.wav,0.9534,0.816,-19.12,1000,816,778,True
pair_53_comp_166s,pair_53_comp_166s.wav,pair_53_comp_166s/vocals.wav,0.9601,0.902,-18.57,1000,902,866,True
pair_53_comp_175s,pair_53_comp_175s.wav,pair_53_comp_175s/vocals.wav,0.9769,0.952,-17.88,1000,952,930,True
pair_53_comp_21s,pair_53_comp_21s.wav,pair_53_comp_21s/vocals.wav,0.902,0.653,-24.63,1000,653,589,True
pair_53_comp_30s,pair_53_comp_30s.wav,pair_53_comp_30s/vocals.wav,0.9231,0.715,-24.74,1000,715,660,True
pair_53_comp_40s,pair_53_comp_40s.wav,pair_53_comp_40s/vocals.wav,0.9838,0.802,-23.18,1000,802,789,True
pair_53_comp_49s,pair_53_comp_49s.wav,pair_53_comp_49s/vocals.wav,0.9832,0.895,-22.95,1000,895,880,True
pair_53_comp_58s,pair_53_comp_58s.wav,pair_53_comp_58s/vocals.wav,0.97,0.767,-21.9,1000,767,744,True
pair_53_comp_67s,pair_53_comp_67s.wav,pair_53_comp_67s/vocals.wav,0.933,0.716,-22.53,1000,716,668,True
pair_53_comp_76s,pair_53_comp_76s.wav,pair_53_comp_76s/vocals.wav,0.9348,0.844,-21.91,1000,844,789,True
pair_53_comp_85s,pair_53_comp_85s.wav,pair_53_comp_85s/vocals.wav,0.9512,0.901,-21.93,1000,901,857,True
pair_53_comp_94s,pair_53_comp_94s.wav,pair_53_comp_94s/vocals.wav,0.9697,0.957,-21.95,1000,957,928,True
pair_53_ori_100s,pair_53_ori_100s.wav,pair_53_ori_100s/vocals.wav,0.9582,0.814,-20.42,1000,814,780,True
pair_53_ori_110s,pair_53_ori_110s.wav,pair_53_ori_110s/vocals.wav,0.9472,0.777,-21.35,1000,777,736,True
pair_53_ori_119s,pair_53_ori_119s.wav,pair_53_ori_119s/vocals.wav,0.8897,0.698,-19.78,1000,698,621,True
pair_53_ori_129s,pair_53_ori_129s.wav,pair_53_ori_129s/vocals.wav,0.9076,0.801,-18.72,1000,801,727,True
pair_53_ori_139s,pair_53_ori_139s.wav,pair_53_ori_139s/vocals.wav,0.928,0.778,-18.69,1000,778,722,True
pair_53_ori_148s,pair_53_ori_148s.wav,pair_53_ori_148s/vocals.wav,0.9582,0.79,-20.1,1000,790,757,True
pair_53_ori_158s,pair_53_ori_158s.wav,pair_53_ori_158s/vocals.wav,0.9635,0.712,-20.66,1000,712,686,True
pair_53_ori_168s,pair_53_ori_168s.wav,pair_53_ori_168s/vocals.wav,0.9126,0.698,-18.99,1000,698,637,True
pair_53_ori_178s,pair_53_ori_178s.wav,pair_53_ori_178s/vocals.wav,0.9225,0.826,-18.07,1000,826,762,True
pair_53_ori_187s,pair_53_ori_187s.wav,pair_53_ori_187s/vocals.wav,0.9492,0.906,-17.25,1000,906,860,True
pair_53_ori_22s,pair_53_ori_22s.wav,pair_53_ori_22s/vocals.wav,0.949,0.647,-18.92,1000,647,614,True
pair_53_ori_32s,pair_53_ori_32s.wav,pair_53_ori_32s/vocals.wav,0.9286,0.714,-18.87,1000,714,663,True
pair_53_ori_42s,pair_53_ori_42s.wav,pair_53_ori_42s/vocals.wav,0.9426,0.749,-18.96,1000,749,706,True
pair_53_ori_51s,pair_53_ori_51s.wav,pair_53_ori_51s/vocals.wav,0.9674,0.798,-20.02,1000,798,772,True
pair_53_ori_61s,pair_53_ori_61s.wav,pair_53_ori_61s/vocals.wav,0.9761,0.71,-20.92,1000,710,693,True
pair_53_ori_71s,pair_53_ori_71s.wav,pair_53_ori_71s/vocals.wav,0.9528,0.699,-19.27,1000,699,666,True
pair_53_ori_81s,pair_53_ori_81s.wav,pair_53_ori_81s/vocals.wav,0.9593,0.738,-18.75,1000,738,708,True
pair_53_ori_90s,pair_53_ori_90s.wav,pair_53_ori_90s/vocals.wav,0.9486,0.759,-19.11,1000,759,720,True
